Date,Open,High,Low,Close,Adj Close,Volume
25-05-1995,9259.799805,9408.400391,9243,9390.599609,9390.599609,22000.56055
26-05-1995,9387.700195,9387.700195,9301.900391,9329.200195,9329.200195,22000.56055
29-05-1995,9302.099609,9316.200195,9174.900391,9316.200195,9316.200195,22000.56055
30-05-1995,9317.299805,9324.5,9237.299805,9245.299805,9245.299805,22000.56055
31-05-1995,9248.099609,9448.099609,9248.099609,9407.400391,9407.400391,22000.56055
01-06-1995,9547,9625.400391,9547,9559.700195,9559.700195,22000.56055
02-06-1995,22000.56055,22000.56055,22000.56055,22000.56055,22000.56055,22000.56055
05-06-1995,9561.900391,9676.099609,9549,9570.400391,9570.400391,22000.56055
06-06-1995,9608.200195,9657.099609,9485.900391,9497.799805,9497.799805,22000.56055
07-06-1995,9494.599609,9494.599609,9347.099609,9382.599609,9382.599609,22000.56055
08-06-1995,9305.799805,9313,9194.700195,9292.799805,9292.799805,22000.56055
09-06-1995,9300.400391,9305.299805,9216.099609,9267.599609,9267.599609,22000.56055
12-06-1995,9221.799805,9221.799805,9065.799805,9121.5,9121.5,22000.56055
13-06-1995,9132,9201,9103.200195,9103.200195,9103.200195,22000.56055
14-06-1995,9185.900391,9364.799805,9185.900391,9364.799805,9364.799805,22000.56055
15-06-1995,9354,9354,9252.5,9262,9262,22000.56055
16-06-1995,9264.400391,9367.700195,9260.700195,9314,9314,22000.56055
19-06-1995,22000.56055,22000.56055,22000.56055,22000.56055,22000.56055,22000.56055
20-06-1995,9362.099609,9414.200195,9273.599609,9278.700195,9278.700195,22000.56055
21-06-1995,9261.299805,9285.900391,9232.799805,9243.700195,9243.700195,22000.56055
22-06-1995,9243.599609,9243.599609,9123.900391,9159,9159,22000.56055
23-06-1995,9204.599609,9263.900391,9204.599609,9224.400391,9224.400391,22000.56055
26-06-1995,9223.900391,9223.900391,9156.900391,9201.299805,9201.299805,22000.56055
27-06-1995,9159.200195,9206.799805,9105,9199.5,9199.5,22000.56055
28-06-1995,9200,9213.799805,9144,9151.400391,9151.400391,22000.56055
29-06-1995,9153.200195,9215.5,9153.200195,9200.099609,9200.099609,22000.56055
30-06-1995,9192.900391,9237.299805,9166.599609,9206.5,9206.5,22000.56055
03-07-1995,9208.299805,9213,9110.700195,9138.200195,9138.200195,22000.56055
04-07-1995,9143,9184.799805,9134.200195,9182.5,9182.5,22000.56055
05-07-1995,9190.5,9410.299805,9190.5,9407.299805,9407.299805,22000.56055
06-07-1995,9446.200195,9519.799805,9342.599609,9376.900391,9376.900391,22000.56055
07-07-1995,9461.299805,9640.599609,9461.299805,9632.299805,9632.299805,22000.56055
10-07-1995,9704.5,9772.299805,9675.900391,9727.5,9727.5,22000.56055
11-07-1995,9712.900391,9732.099609,9639.400391,9670,9670,22000.56055
12-07-1995,9646.299805,9699.900391,9620,9639.599609,9639.599609,22000.56055
13-07-1995,9701.700195,9820.799805,9701.700195,9742.400391,9742.400391,22000.56055
14-07-1995,9735.799805,9744.900391,9692,9728,9728,22000.56055
17-07-1995,9686.799805,9686.799805,9598.200195,9634,9634,22000.56055
18-07-1995,9648.900391,9679.400391,9614.599609,9617,9617,22000.56055
19-07-1995,9537,9537,9370.099609,9418.900391,9418.900391,22000.56055
20-07-1995,9359.200195,9423.200195,9240.099609,9423.200195,9423.200195,22000.56055
21-07-1995,9432.799805,9439.099609,9374.099609,9410.200195,9410.200195,22000.56055
24-07-1995,9386.900391,9386.900391,9248.400391,9288,9288,22000.56055
25-07-1995,9297.900391,9413.200195,9269.400391,9359.099609,9359.099609,22000.56055
26-07-1995,9393.799805,9454.900391,9316.900391,9355,9355,22000.56055
27-07-1995,9358.200195,9391.799805,9297,9361.299805,9361.299805,22000.56055
28-07-1995,9371.799805,9466.099609,9371.799805,9451.700195,9451.700195,22000.56055
31-07-1995,9435.5,9465.200195,9434.700195,9453.400391,9453.400391,22000.56055
01-08-1995,9436.099609,9441.099609,9356.5,9385.299805,9385.299805,22000.56055
02-08-1995,9361,9410.200195,9287,9410.099609,9410.099609,22000.56055
03-08-1995,9423.700195,9461.799805,9379.700195,9379.700195,9379.700195,22000.56055
04-08-1995,9371.200195,9389.700195,9341.900391,9362.799805,9362.799805,22000.56055
07-08-1995,9348.5,9350.200195,9305.200195,9318.400391,9318.400391,22000.56055
08-08-1995,9339.200195,9402.099609,9301.900391,9303.799805,9303.799805,22000.56055
09-08-1995,9289.599609,9312,9244.900391,9301.700195,9301.700195,22000.56055
10-08-1995,9315.099609,9331.799805,9132.599609,9142.599609,9142.599609,22000.56055
11-08-1995,9113.200195,9113.200195,8952.599609,9006.900391,9006.900391,22000.56055
14-08-1995,8978.099609,8989.799805,8888,8924.299805,8924.299805,22000.56055
15-08-1995,8943.700195,9003.5,8910.5,8931.299805,8931.299805,22000.56055
16-08-1995,8913.299805,9054.299805,8878.799805,8985.099609,8985.099609,22000.56055
17-08-1995,8986.700195,9033.599609,8896.700195,8896.700195,8896.700195,22000.56055
18-08-1995,8883,8900.099609,8815.900391,8895.799805,8895.799805,22000.56055
21-08-1995,8914.900391,8931.5,8775,8900.5,8900.5,22000.56055
22-08-1995,8913.599609,8958.099609,8907.400391,8947.200195,8947.200195,22000.56055
23-08-1995,8953.900391,9133.400391,8953.400391,9132.599609,9132.599609,22000.56055
24-08-1995,9118.200195,9118.200195,9022.200195,9058.299805,9058.299805,22000.56055
25-08-1995,9066,9104.599609,9038.400391,9080.400391,9080.400391,22000.56055
28-08-1995,22000.56055,22000.56055,22000.56055,22000.56055,22000.56055,22000.56055
29-08-1995,9081,9198.400391,9081,9152.900391,9152.900391,22000.56055
30-08-1995,9155.599609,9211.700195,9155.599609,9197.200195,9197.200195,22000.56055
31-08-1995,9196.299805,9197.599609,9126.599609,9179.900391,9179.900391,22000.56055
01-09-1995,9185.799805,9214.200195,9136.299805,9196.5,9196.5,22000.56055
04-09-1995,9209.799805,9282.799805,9209.799805,9253,9253,22000.56055
05-09-1995,9251.299805,9252.400391,9179.400391,9222.900391,9222.900391,22000.56055
06-09-1995,9220.5,9275,9170.200195,9194.700195,9194.700195,22000.56055
07-09-1995,9220.299805,9298.400391,9165,9279,9279,22000.56055
08-09-1995,9283,9395.5,9262.599609,9393.200195,9393.200195,22000.56055
11-09-1995,9421.400391,9493,9389.700195,9439,9439,22000.56055
12-09-1995,9431,9470.700195,9390.400391,9434.799805,9434.799805,22000.56055
13-09-1995,9482.099609,9614.200195,9482.099609,9581.400391,9581.400391,22000.56055
14-09-1995,9636.299805,9724.599609,9636.299805,9680.099609,9680.099609,22000.56055
15-09-1995,9710.900391,9797.400391,9700.400391,9797.400391,9797.400391,22000.56055
18-09-1995,9806.099609,9834.400391,9734.700195,9770.099609,9770.099609,22000.56055
19-09-1995,9696.700195,9696.700195,9633.799805,9646.099609,9646.099609,22000.56055
20-09-1995,9622.5,9684.599609,9597.900391,9631,9631,22000.56055
21-09-1995,9637.5,9662.599609,9530.299805,9536.299805,9536.299805,22000.56055
22-09-1995,9505.299805,9569.700195,9448.700195,9541.900391,9541.900391,22000.56055
25-09-1995,9509.599609,9509.599609,9449.700195,9497.900391,9497.900391,22000.56055
26-09-1995,9492.400391,9583.299805,9492.400391,9583.299805,9583.299805,22000.56055
27-09-1995,9585.5,9659.599609,9583.400391,9650.599609,9650.599609,22000.56055
28-09-1995,9629.900391,9674.299805,9584.5,9600.599609,9600.599609,22000.56055
29-09-1995,9602,9646.299805,9550.400391,9646.299805,9646.299805,22000.56055
02-10-1995,9645.299805,9763.900391,9642.599609,9725,9725,22000.56055
03-10-1995,9724.099609,9815.5,9721.099609,9805.5,9805.5,22000.56055
04-10-1995,9824.099609,9948.299805,9824.099609,9940,9940,22000.56055
05-10-1995,9948.799805,9962.599609,9875.400391,9888,9888,22000.56055
06-10-1995,9900.5,9920.299805,9832.200195,9873.900391,9873.900391,22000.56055
09-10-1995,9864.400391,9871.900391,9815.900391,9863.400391,9863.400391,22000.56055
10-10-1995,9804,9804,9724.700195,9730.900391,9730.900391,22000.56055
11-10-1995,9686,9756.900391,9627.5,9635.099609,9635.099609,22000.56055
12-10-1995,9648.200195,9710.299805,9648.200195,9685.099609,9685.099609,22000.56055
13-10-1995,9708.5,9883.799805,9708.5,9883.799805,9883.799805,22000.56055
16-10-1995,9982.400391,10069.2002,9982.400391,10009.29981,10009.29981,22000.56055
17-10-1995,10005.79981,10032.90039,9945.5,10032.90039,10032.90039,22000.56055
18-10-1995,10045.7002,10056.7002,9958,9973.700195,9973.700195,22000.56055
19-10-1995,9964.799805,10025.40039,9937.5,9981.599609,9981.599609,22000.56055
20-10-1995,9994.099609,10031.40039,9875.400391,9895.200195,9895.200195,22000.56055
23-10-1995,9883.099609,9883.099609,9796,9880.5,9880.5,22000.56055
24-10-1995,9812.099609,9826.900391,9763.700195,9775.700195,9775.700195,22000.56055
25-10-1995,9792.200195,9860.599609,9792.200195,9841.099609,9841.099609,22000.56055
26-10-1995,9810.099609,9810.099609,9749.299805,9774.5,9774.5,22000.56055
27-10-1995,9714.400391,9720,9665.700195,9680.799805,9680.799805,22000.56055
30-10-1995,9701.299805,9810.400391,9672.400391,9672.400391,9672.400391,22000.56055
31-10-1995,9655.5,9787.5,9655.5,9782.400391,9782.400391,22000.56055
01-11-1995,22000.56055,22000.56055,22000.56055,22000.56055,22000.56055,22000.56055
02-11-1995,9789.599609,9805,9731.799805,9749.400391,9749.400391,22000.56055
03-11-1995,9781.799805,9855.799805,9781.799805,9855.799805,9855.799805,22000.56055
06-11-1995,9856.099609,9882.400391,9733,9736.099609,9736.099609,22000.56055
07-11-1995,9720.400391,9759.5,9686.5,9732.400391,9732.400391,22000.56055
08-11-1995,9696.700195,9696.700195,9522.5,9562.5,9562.5,22000.56055
09-11-1995,9609.799805,9655.599609,9480.299805,9497.799805,9497.799805,22000.56055
10-11-1995,9477,9484.599609,9388.200195,9411.900391,9411.900391,22000.56055
13-11-1995,9404.200195,9470.599609,9348.400391,9385.200195,9385.200195,22000.56055
14-11-1995,9395.200195,9438.599609,9313.400391,9407.400391,9407.400391,22000.56055
15-11-1995,9416.900391,9471.599609,9389.200195,9431.400391,9431.400391,22000.56055
16-11-1995,9438.299805,9505,9345.200195,9367.700195,9367.700195,22000.56055
17-11-1995,9384.900391,9414.900391,9259.299805,9287.900391,9287.900391,22000.56055
20-11-1995,9298.5,9373.900391,9270,9373.900391,9373.900391,22000.56055
21-11-1995,9388.599609,9452.599609,9310.900391,9452.099609,9452.099609,22000.56055
22-11-1995,9483.900391,9570.299805,9479.799805,9501.599609,9501.599609,22000.56055
23-11-1995,9535.799805,9565.099609,9482.099609,9505.700195,9505.700195,22000.56055
24-11-1995,9494.599609,9498.200195,9432.200195,9488.799805,9488.799805,22000.56055
27-11-1995,9502.5,9553.799805,9487.700195,9523.900391,9523.900391,22000.56055
28-11-1995,9542.5,9628.200195,9542.5,9623.799805,9623.799805,22000.56055
29-11-1995,9623.400391,9648.799805,9579.700195,9617.299805,9617.299805,22000.56055
30-11-1995,9622,9831.099609,9622,9813.299805,9813.299805,22000.56055
01-12-1995,9832.200195,9920.900391,9829.299805,9862.599609,9862.599609,22000.56055
04-12-1995,9890,9971.700195,9890,9940.599609,9940.599609,22000.56055
05-12-1995,10022.79981,10063.09961,9917.299805,9975.400391,9975.400391,22000.56055
06-12-1995,9990.200195,9990.200195,9867.400391,9898.900391,9898.900391,22000.56055
07-12-1995,9893.700195,9893.700195,9771.400391,9864,9864,22000.56055
08-12-1995,9842.599609,9878.799805,9795.799805,9863.599609,9863.599609,22000.56055
11-12-1995,9868.5,9868.5,9814.700195,9835.200195,9835.200195,22000.56055
12-12-1995,9846.400391,9947.700195,9840.900391,9927.799805,9927.799805,22000.56055
13-12-1995,9927.400391,9969.599609,9903.299805,9920.900391,9920.900391,22000.56055
14-12-1995,9931.099609,9931.099609,9875.599609,9912.799805,9912.799805,22000.56055
15-12-1995,9903.400391,9903.400391,9815.700195,9858.700195,9858.700195,22000.56055
18-12-1995,9852.200195,9852.200195,9765.299805,9806.599609,9806.599609,22000.56055
19-12-1995,9691.799805,9715.5,9647.700195,9705.900391,9705.900391,22000.56055
20-12-1995,9750.799805,9877.900391,9750.799805,9877.900391,9877.900391,22000.56055
21-12-1995,9873.099609,9928.400391,9838.700195,9907.599609,9907.599609,22000.56055
22-12-1995,9916.599609,9949,9907.799805,9932.200195,9932.200195,22000.56055
25-12-1995,22000.56055,22000.56055,22000.56055,22000.56055,22000.56055,22000.56055
26-12-1995,22000.56055,22000.56055,22000.56055,22000.56055,22000.56055,22000.56055
27-12-1995,9957.799805,10006.7002,9957.799805,9985.200195,9985.200195,22000.56055
28-12-1995,9950.900391,9999.099609,9873.799805,9998.200195,9998.200195,22000.56055
29-12-1995,9998.200195,10073.40039,9990.099609,10073.40039,10073.40039,22000.56055
01-01-1996,22000.56055,22000.56055,22000.56055,22000.56055,22000.56055,22000.56055
02-01-1996,10070.79981,10204.90039,10070.79981,10204.90039,10204.90039,22000.56055
03-01-1996,10252.09961,10397.40039,10252.09961,10397.40039,10397.40039,22000.56055
04-01-1996,10506.59961,10654.79981,10506.59961,10573.90039,10573.90039,22000.56055
05-01-1996,10470.40039,10591.40039,10417.7002,10529.90039,10529.90039,22000.56055
08-01-1996,10549.09961,10618,10463.7002,10466.7002,10466.7002,22000.56055
09-01-1996,10462.90039,10520.79981,10386.5,10427.2002,10427.2002,22000.56055
10-01-1996,10330,10388.40039,10285.09961,10304.59961,10304.59961,22000.56055
11-01-1996,10229,10435.59961,10196,10429.79981,10429.79981,22000.56055
12-01-1996,10494,10633.7002,10447.2002,10540,10540,22000.56055
15-01-1996,10550.79981,10657.29981,10550.79981,10634.5,10634.5,22000.56055
16-01-1996,10639.29981,10673.5,10559.5,10671.2002,10671.2002,22000.56055
17-01-1996,10732.79981,10745.2002,10565.2002,10593.79981,10593.79981,22000.56055
18-01-1996,10549.90039,10614.79981,10510.59961,10536.5,10536.5,22000.56055
19-01-1996,10606.79981,10769.2002,10606.79981,10764.09961,10764.09961,22000.56055
22-01-1996,10835.79981,10955.29981,10835.79981,10955.29981,10955.29981,22000.56055
23-01-1996,10963.09961,10988.7002,10857.2002,10957.2002,10957.2002,22000.56055
24-01-1996,10939.5,10992.59961,10894.5,10960.2002,10960.2002,22000.56055
25-01-1996,11011,11153.90039,11011,11103.09961,11103.09961,22000.56055
26-01-1996,11074.7002,11131.29981,11011.2002,11111.90039,11111.90039,22000.56055
29-01-1996,11118.59961,11122.79981,11013,11059,11059,22000.56055
30-01-1996,11053.29981,11213.40039,11013.59961,11201.5,11201.5,22000.56055
31-01-1996,11201.5,11411.09961,11201.5,11359.7002,11359.7002,22000.56055
01-02-1996,11352.40039,11385.40039,11278.7002,11362.79981,11362.79981,22000.56055
02-02-1996,11369.90039,11495.7002,11308.7002,11469.40039,11469.40039,22000.56055
05-02-1996,11486.40039,11521.09961,11424.7002,11484.09961,11484.09961,22000.56055
06-02-1996,11470,11470,11361.79981,11391.40039,11391.40039,22000.56055
07-02-1996,11297.59961,11423.09961,11279.5,11388.59961,11388.59961,22000.56055
08-02-1996,11385,11389.59961,11260.09961,11331.79981,11331.79981,22000.56055
09-02-1996,11339,11404.90039,11300.5,11310.29981,11310.29981,22000.56055
12-02-1996,11305.40039,11315,11232.79981,11256.59961,11256.59961,22000.56055
13-02-1996,11264.40039,11357.59961,11187.79981,11200.2002,11200.2002,22000.56055
14-02-1996,11194.90039,11390.5,11184.2002,11364.5,11364.5,22000.56055
15-02-1996,11363.5,11518.79981,11358.2002,11471.79981,11471.79981,22000.56055
16-02-1996,11484.5,11600.2002,11484.5,11595,11595,22000.56055
19-02-1996,22000.56055,22000.56055,22000.56055,22000.56055,22000.56055,22000.56055
20-02-1996,22000.56055,22000.56055,22000.56055,22000.56055,22000.56055,22000.56055
21-02-1996,22000.56055,22000.56055,22000.56055,22000.56055,22000.56055,22000.56055
22-02-1996,11539.59961,11539.59961,11312.59961,11338.5,11338.5,22000.56055
23-02-1996,11391.5,11450,11252,11390.40039,11390.40039,22000.56055
26-02-1996,11380.5,11380.5,11172.90039,11210.40039,11210.40039,22000.56055
27-02-1996,11160.90039,11260.7002,11107.7002,11197,11197,22000.56055
28-02-1996,11219.2002,11288.09961,11195,11264.7002,11264.7002,22000.56055
29-02-1996,11270.29981,11316,11039.09961,11125.7002,11125.7002,22000.56055
01-03-1996,11098.79981,11197.09961,11040,11194.90039,11194.90039,22000.56055
04-03-1996,11256.59961,11312,11222.90039,11254.09961,11254.09961,22000.56055
05-03-1996,11286.2002,11459.79981,11279.79981,11454.09961,11454.09961,22000.56055
06-03-1996,11451.29981,11451.29981,11345.5,11378.7002,11378.7002,22000.56055
07-03-1996,11373.7002,11373.7002,11171.90039,11194.5,11194.5,22000.56055
08-03-1996,11201.2002,11261.7002,11153.7002,11217.79981,11217.79981,22000.56055
11-03-1996,10883.7002,10883.7002,10308.79981,10397.5,10397.5,22000.56055
12-03-1996,10642.7002,10737.09961,10565.40039,10602.5,10602.5,22000.56055
13-03-1996,10417.79981,10417.79981,10230.5,10249.5,10249.5,22000.56055
14-03-1996,10290,10451.90039,10239.5,10451.79981,10451.79981,22000.56055
15-03-1996,10522.59961,10648.59961,10522.40039,10557.59961,10557.59961,22000.56055
18-03-1996,10517.79981,10659.29981,10484.5,10601.29981,10601.29981,22000.56055
19-03-1996,10683.2002,10883.40039,10683.2002,10880.5,10880.5,22000.56055
20-03-1996,10859.59961,10923.29981,10779.79981,10836.5,10836.5,22000.56055
21-03-1996,10811.59961,11028,10774.79981,11028,11028,22000.56055
22-03-1996,11021.2002,11072.09961,10976.90039,11026.7002,11026.7002,22000.56055
25-03-1996,11021.5,11165.09961,11021.5,11111.79981,11111.79981,22000.56055
26-03-1996,11114.09961,11215.09961,10959.09961,10984.5,10984.5,22000.56055
27-03-1996,10985.2002,11066.59961,10955.90039,11066.59961,11066.59961,22000.56055
28-03-1996,11074,11102.59961,11014.5,11030.59961,11030.59961,22000.56055
29-03-1996,11022.09961,11070.40039,10934,10957.2002,10957.2002,22000.56055
01-04-1996,10945,11012.5,10887.79981,10926.79981,10926.79981,22000.56055
02-04-1996,10965.59961,11144.59961,10965.59961,11144.59961,11144.59961,22000.56055
03-04-1996,11150.29981,11213.5,11115,11139.90039,11139.90039,22000.56055
04-04-1996,22000.56055,22000.56055,22000.56055,22000.56055,22000.56055,22000.56055
05-04-1996,22000.56055,22000.56055,22000.56055,22000.56055,22000.56055,22000.56055
08-04-1996,22000.56055,22000.56055,22000.56055,22000.56055,22000.56055,22000.56055
09-04-1996,11004.29981,11119,10912.29981,11107.40039,11107.40039,22000.56055
10-04-1996,11085.7002,11166.90039,11043.29981,11077.59961,11077.59961,22000.56055
11-04-1996,11007.2002,11007.2002,10872.2002,10892.59961,10892.59961,22000.56055
12-04-1996,10907.29981,10907.29981,10805.90039,10849.79981,10849.79981,22000.56055
15-04-1996,10909.40039,10964.40039,10890,10949.59961,10949.59961,22000.56055
16-04-1996,10984,11083.79981,10984,11033,11033,22000.56055
17-04-1996,11033.2002,11036.90039,10959.09961,10962.7002,10962.7002,22000.56055
18-04-1996,10907.7002,10923.09961,10867.90039,10909.29981,10909.29981,22000.56055
19-04-1996,10890.29981,10890.29981,10786.7002,10818.5,10818.5,22000.56055
